Date,Open,High,Low,Close,Volume
2025-08-13,199.76,201.72,199.2108,201.47,3557533.0
2025-08-12,198.09,200.02,197.05,198.64,3050118.0
2025-08-11,198.15,199.43,196.89,198.64,6068073.0
2025-08-08,199.0,200.33,197.14,198.05,4101771.0
2025-08-07,197.05,199.83,196.5,198.86,4683382.0
2025-08-06,198.05,198.05,194.67,196.3,4057267.0
2025-08-05,197.19,199.89,196.48,198.55,4153422.0
2025-08-04,194.81,197.37,193.72,197.19,4217462.0
2025-08-01,189.92,197.06,189.785,195.22,8081951.0
2025-07-31,197.06,198.8256,187.62,189.02,10347929.0
2025-07-30,191.615,192.7,188.01,189.31,5008390.0
2025-07-29,189.2,192.49,187.86,191.22,6715496.0
2025-07-28,191.075,191.21,187.64,188.52,3776900.0
2025-07-25,191.4,191.4,188.53,190.28,3786776.0
2025-07-24,190.76,192.24,189.99,190.83,3463089.0
2025-07-23,187.045,190.8,186.77,190.55,4344466.0
2025-07-22,184.94,188.1992,184.9,187.11,4432061.0
2025-07-21,189.63,189.9,184.63,184.85,4954794.0
2025-07-18,191.505,192.34,188.57,189.26,5332163.0
2025-07-17,189.0,192.12,188.2609,191.4,4853051.0
2025-07-16,186.885,191.385,186.5,190.58,6202725.0
2025-07-15,190.21,190.67,185.01,186.39,6729235.0
2025-07-14,191.755,192.665,190.04,191.52,4072779.0
2025-07-11,193.89,194.0,191.16,192.45,4990981.0
2025-07-10,190.5,197.5,189.56,195.0,6049615.0
2025-07-09,188.51,191.0921,188.32,190.62,5594464.0
2025-07-08,187.025,193.0,186.67,189.77,7106896.0
2025-07-07,189.4,191.39,186.825,187.63,11049426.0
2025-07-03,191.465,191.465,188.871,189.28,3706217.0
2025-07-02,189.7,192.59,189.53,190.75,4658511.0
2025-07-01,185.01,191.76,184.385,189.99,5937604.0
2025-06-30,182.43,186.2499,181.75,185.62,6483021.0
2025-06-27,187.92,188.0,181.73,182.31,29264650.0
2025-06-26,186.05,188.99,185.79,186.79,5734014.0
2025-06-25,185.25,187.09,184.64,185.39,4471108.0
2025-06-24,184.52,186.1399,183.19,185.55,4074609.0
2025-06-23,184.49,185.8,182.3,183.76,5157855.0
2025-06-20,186.09,187.1,184.16,185.3,12158103.0
2025-06-18,185.58,187.12,183.7,185.49,3573152.0
2025-06-17,189.785,190.61,185.03,185.48,4733885.0
2025-06-16,190.9,191.6581,188.93,190.86,4203942.0
2025-06-13,191.65,193.47,190.29,191.08,4965775.0
2025-06-12,192.01,193.5896,187.4078,192.42,5781429.0
2025-06-11,189.34,192.72,189.06,191.5,3907958.0
2025-06-10,188.8,191.88,188.8,189.5,4087503.0
2025-06-09,190.3,191.79,189.008,189.16,4661638.0
2025-06-06,188.49,190.49,188.3,189.83,3607927.0
2025-06-05,187.67,188.6,185.05,187.47,4418520.0
2025-06-04,188.355,190.18,187.27,187.34,4382380.0
2025-06-03,186.9,188.73,184.82,187.25,5335592.0
2025-06-02,185.76,186.99,183.1601,186.99,4435629.0
2025-05-30,185.105,186.6899,183.01,186.11,11609036.0
2025-05-29,183.46,186.75,182.6881,185.62,4926034.0
2025-05-28,185.35,186.1,182.37,183.09,4787790.0
2025-05-27,184.27,185.99,183.9,185.72,5726691.0
2025-05-23,182.37,184.115,181.715,183.26,4027044.0
2025-05-22,181.22,183.555,180.25,182.54,4689223.0
2025-05-21,183.765,184.8099,181.54,181.8,5140901.0
2025-05-20,184.86,186.0,183.635,184.85,5505377.0
2025-05-19,184.3,185.8,182.51,185.71,5216727.0
2025-05-16,181.3,184.07,180.52,184.02,6152806.0
2025-05-15,178.015,182.11,176.57,181.68,12073301.0
2025-05-14,186.515,187.645,176.6,177.44,12211957.0
2025-05-13,189.26,189.76,185.41,188.0,7523807.0
2025-05-12,180.0,192.69,180.0,190.07,12792682.0
2025-05-09,185.79,189.77,184.23,184.6,7806372.0
2025-05-08,184.09,186.6615,181.64,185.58,8816708.0
2025-05-07,188.25,190.18,186.75,188.09,5773879.0
2025-05-06,195.5,195.82,185.74,187.15,9392012.0
2025-05-05,198.495,198.495,195.03,196.07,5121472.0
2025-05-02,195.17,198.98,194.63,198.47,6425165.0
2025-05-01,192.88,195.815,189.8,193.34,5823568.0
2025-04-30,194.49,195.78,191.01,195.1,8400727.0
2025-04-29,192.585,195.54,190.5813,193.51,6671567.0
2025-04-28,187.635,193.12,187.635,192.34,10408020.0
2025-04-25,187.12,188.7,179.99,186.06,10482067.0
2025-04-24,177.8,181.49,176.11,180.37,8789373.0
2025-04-23,175.0,178.15,174.4,177.05,7119729.0
2025-04-22,171.03,174.655,170.91,173.78,6191935.0
2025-04-21,173.47,174.1672,168.54,170.16,7364554.0
2025-04-17,172.57,175.2,171.9078,172.99,8998056.0
2025-04-16,176.525,176.85,169.7476,171.68,9459653.0
2025-04-15,177.82,180.5,176.31,176.8,8078530.0
2025-04-14,177.44,180.19,176.2,179.1,7164364.0
2025-04-11,173.81,176.97,169.3304,175.05,9047688.0
2025-04-10,178.0,178.0,164.965,174.2,13969950.0
2025-04-09,168.3,180.6,164.39,179.84,18977764.0
2025-04-08,187.88,188.39,172.324,175.67,12517111.0
2025-04-07,181.03,188.2,176.28,186.55,12581054.0
2025-04-04,200.0,200.0,186.17,186.96,13505194.0
2025-04-03,210.3,210.69,201.24,201.64,7593125.0
2025-04-02,207.22,207.22,200.335,205.19,9262821.0
2025-04-01,210.0,212.15,205.6,206.27,7853225.0
2025-03-31,204.43,210.805,204.43,209.52,11093906.0
2025-03-28,202.4,206.02,201.59,205.29,6478272.0
2025-03-27,202.125,203.68,201.3,202.72,4995303.0
2025-03-26,203.115,203.115,196.49,201.3,6743496.0
2025-03-25,209.22,209.26,199.38,201.34,10089066.0
2025-03-24,209.39,211.02,207.5,209.17,7393756.0
2025-03-21,211.73,212.88,208.74,210.01,16657723.0
2025-03-20,212.53,213.42,211.11,211.96,5836059.0
2025-03-19,214.15,214.5,210.78,212.25,5413299.0
2025-03-18,214.105,215.18,212.27,213.85,5088300.0
2025-03-17,212.22,215.5,209.52,214.47,5075817.0
2025-03-14,209.78,212.82,208.285,211.77,4511554.0
2025-03-13,211.99,213.8,210.68,211.55,5559530.0
2025-03-12,212.0,213.87,209.31,212.06,6139777.0
2025-03-11,216.66,216.66,212.41,213.59,7144519.0
2025-03-10,209.99,218.66,209.2,216.66,8604021.0
2025-03-07,210.955,214.99,209.0,214.29,6806116.0
2025-03-06,211.335,211.98,208.5044,210.75,4345958.0
2025-03-05,207.07,212.18,206.0,211.54,5753191.0
2025-03-04,214.48,215.66,207.67,207.76,7553973.0
2025-03-03,209.98,212.3,208.91,211.48,7016425.0
2025-02-28,205.12,209.6,204.41,209.03,13136421.0
2025-02-27,202.25,206.8,202.25,205.02,5696853.0
2025-02-26,203.59,203.825,201.43,203.01,4767261.0
2025-02-25,205.175,206.01,202.35,204.14,7747037.0
2025-02-24,201.83,205.5,201.28,204.08,6304982.0
2025-02-21,200.32,203.975,200.015,202.08,5889360.0
2025-02-20,197.89,201.36,196.83,200.88,5066999.0
2025-02-19,196.5,198.11,196.01,197.35,4888865.0
2025-02-18,191.75,197.02,190.6683,196.25,6065546.0
2025-02-14,193.95,195.18,192.78,192.87,3976903.0
2025-02-13,193.43,194.28,191.43,193.45,4108920.0
2025-02-12,190.5,194.37,190.39,193.0,4525009.0
2025-02-11,189.8,191.93,188.26,191.83,3977033.0
2025-02-10,191.46,191.46,189.09,190.34,3685699.0
2025-02-07,193.16,193.86,190.435,190.6,3805940.0
2025-02-06,191.855,194.49,190.56,192.97,4586688.0
2025-02-05,190.52,193.38,189.92,191.75,6449920.0
2025-02-04,187.63,191.15,187.05,189.95,7377753.0
2025-02-03,183.18,191.66,182.15,190.14,9829956.0
2025-01-31,187.3,191.77,183.67,183.9,11928323.0
2025-01-30,175.88,176.12,173.98,175.65,5209206.0
2025-01-29,174.5,176.92,174.3,175.26,3748422.0
2025-01-28,176.8,177.16,173.73,174.81,5604051.0
2025-01-27,172.66,177.45,172.59,176.9,6985212.0
2025-01-24,169.885,171.11,169.25,170.3,5584924.0
2025-01-23,170.265,170.69,168.48,170.67,7116187.0
2025-01-22,170.3,170.8684,168.06,169.2,9464994.0
2025-01-21,172.16,175.66,171.22,172.61,7548666.0
2025-01-17,172.88,173.99,171.27,171.56,7852525.0
2025-01-16,171.45,173.9567,170.52,173.7,5235975.0
2025-01-15,173.515,174.46,168.72,171.35,8048736.0
2025-01-14,176.62,176.78,174.09,175.55,4779147.0
2025-01-13,175.16,177.98,174.34,176.74,4734094.0
2025-01-10,176.86,177.54,173.33,175.17,5372441.0
2025-01-08,179.2,179.24,176.18,178.5,4488519.0
2025-01-07,179.63,182.1725,178.389,179.53,5905223.0
2025-01-06,180.78,181.98,179.26,180.1,6302081.0
2025-01-03,179.66,181.57,178.8,181.22,4380336.0
2025-01-02,178.66,179.78,177.9006,179.44,4094307.0
2024-12-31,176.35,177.84,175.92,177.7,3326732.0
2024-12-30,177.02,177.34,175.5101,176.2,3405687.0
2024-12-27,178.01,179.66,177.29,178.01,2745373.0
2024-12-26,179.0,180.35,178.63,179.2,2759421.0
2024-12-24,178.5,180.17,177.8408,180.0,2692814.0
2024-12-23,175.29,178.65,174.63,178.39,6945621.0
2024-12-20,171.794,176.8,170.66,175.58,18950908.0
2024-12-19,172.93,173.88,170.3411,171.52,6110511.0
2024-12-18,176.03,176.5,172.82,173.02,5471574.0
2024-12-17,170.58,176.5,170.21,175.38,7664728.0
2024-12-16,171.674,173.34,170.53,171.63,8157926.0
2024-12-13,173.25,174.92,172.39,173.37,5471791.0
2024-12-12,174.725,175.9061,171.99,173.19,4999451.0
2024-12-11,175.96,176.0,173.84,174.37,9492204.0
2024-12-10,175.53,176.92,173.83,175.67,4089569.0
2024-12-09,175.59,178.13,174.38,176.57,4394811.0
2024-12-06,176.04,176.74,174.16,176.19,4839640.0
2024-12-05,174.7518,176.72,173.53,176.17,5444240.0
2024-12-04,180.1,180.45,175.91,176.46,6125479.0
2024-12-03,182.0,183.51,181.48,181.5,4107553.0
2024-12-02,182.275,182.7,178.86,181.77,3936877.0
2024-11-29,183.11,183.54,182.5,182.93,2710732.0
2024-11-27,181.14,184.24,180.89,183.08,5271481.0
2024-11-26,177.09,181.65,176.67,181.14,6947512.0
2024-11-25,177.02,180.19,176.75,177.06,12464964.0
2024-11-22,174.35,178.864,173.5,176.95,11328616.0
2024-11-21,168.59,172.455,166.92,171.73,6847695.0
2024-11-20,166.91,167.91,165.65,167.76,7135608.0
