Date,Open,High,Low,Close,Volume
2025-08-13,206.035,209.32,206.035,209.14,3241336.0
2025-08-12,199.93,205.88,199.66,205.72,2830129.0
2025-08-11,200.84,202.2,199.16,199.76,2566302.0
2025-08-08,198.22,200.7424,197.2501,200.56,2963139.0
2025-08-07,197.1,199.08,195.55,198.49,2670142.0
2025-08-06,199.0,199.05,194.15,195.17,5123122.0
2025-08-05,197.46,200.65,196.5,199.04,4001127.0
2025-08-04,196.27,197.685,194.0,197.46,3176924.0
2025-08-01,195.72,197.16,192.26,197.09,5736723.0
2025-07-31,201.5,204.02,196.8,197.16,6060857.0
2025-07-30,206.925,207.47,203.075,203.99,5693152.0
2025-07-29,204.22,207.53,202.0,206.85,4973413.0
2025-07-28,204.2,206.0375,202.23,202.94,5160223.0
2025-07-25,203.0,206.39,202.66,205.48,5355733.0
2025-07-24,198.165,204.68,198.01,202.81,7411441.0
2025-07-23,200.515,201.73,194.8103,197.89,6374511.0
2025-07-22,186.18,196.33,185.5,189.91,7053268.0
2025-07-21,189.75,190.33,187.55,188.07,5898554.0
2025-07-18,196.195,196.195,189.08,190.05,4240600.0
2025-07-17,193.675,195.09,192.42,194.79,3064883.0
2025-07-16,193.45,194.28,191.15,193.3,2662400.0
2025-07-15,198.9,200.0,192.38,192.86,4522247.0
2025-07-14,199.99,200.06,194.89,197.75,4925428.0
2025-07-11,205.51,205.81,203.51,204.85,2369231.0
2025-07-10,201.495,208.15,200.59,205.51,3088283.0
2025-07-09,201.455,202.215,197.12,200.96,2050837.0
2025-07-08,199.0,204.61,198.98,200.68,4225610.0
2025-07-07,202.275,202.5,198.655,199.63,2388405.0
2025-07-03,203.435,204.295,202.355,203.2,1390744.0
2025-07-02,201.42,203.3953,199.3,202.5,3503741.0
2025-07-01,196.91,205.04,196.38,201.1,3976362.0
2025-06-30,199.74,200.45,196.02,197.54,4537447.0
2025-06-27,202.05,203.5,197.7,198.8,5619708.0
2025-06-26,201.98,205.61,200.6,201.46,5685505.0
2025-06-25,196.895,201.37,195.7,201.0,4379798.0
2025-06-24,197.02,198.725,195.945,197.47,2739862.0
2025-06-23,195.25,197.0,192.88,196.34,3943216.0
2025-06-20,196.53,196.6,194.22,196.39,6590936.0
2025-06-18,195.4,197.0,193.12,194.44,3236286.0
2025-06-17,199.0,200.28,195.37,195.75,2968766.0
2025-06-16,201.5,202.39,197.4495,201.11,3143427.0
2025-06-13,203.55,204.27,200.43,200.67,3391439.0
2025-06-12,204.135,205.77,202.73,205.1,3661182.0
2025-06-11,203.06,207.0,202.67,204.72,4491411.0
2025-06-10,200.76,203.47,198.02,202.62,4626322.0
2025-06-09,197.05,200.285,195.34,199.2,4119507.0
2025-06-06,194.22,196.65,192.9,196.02,2802240.0
2025-06-05,193.645,194.65,189.88,192.15,3096514.0
2025-06-04,192.47,195.66,192.05,193.08,2596847.0
2025-06-03,188.24,192.96,186.0,192.06,3526004.0
2025-06-02,188.67,190.25,187.0,189.23,3027727.0
2025-05-30,190.4,190.99,187.78,189.9,6514326.0
2025-05-29,190.92,192.485,188.63,190.47,2814483.0
2025-05-28,189.005,191.3,188.57,189.01,2879645.0
2025-05-27,187.6,190.16,186.99,189.18,2990613.0
2025-05-23,184.9411,185.985,183.05,184.54,2814317.0
2025-05-22,185.69,188.41,184.32,187.48,3104381.0
2025-05-21,195.74,195.74,186.45,186.81,5613313.0
2025-05-20,195.435,198.16,195.435,197.77,2873250.0
2025-05-19,194.55,196.5,193.68,196.41,2724519.0
2025-05-16,191.475,196.41,189.51,196.11,3868650.0
2025-05-15,185.9801,191.21,180.19,190.95,6579441.0
2025-05-14,197.19,197.63,187.46,187.82,4489178.0
2025-05-13,201.345,201.715,196.36,196.61,2648636.0
2025-05-12,193.74,200.95,192.52,200.83,7207174.0
2025-05-09,194.955,195.57,189.32,189.73,4535963.0
2025-05-08,194.12,197.77,192.62,194.82,3612564.0
2025-05-07,191.375,193.98,189.67,193.09,2903046.0
2025-05-06,196.745,197.592,189.8851,190.05,4479791.0
2025-05-05,198.0,200.2,196.01,197.4,1915688.0
2025-05-02,200.9,202.82,198.0826,199.05,3159166.0
2025-05-01,199.18,200.32,196.28,196.71,3687497.0
2025-04-30,198.87,199.96,196.9,199.33,3729653.0
2025-04-29,197.14,199.48,195.045,198.93,3719880.0
2025-04-28,198.13,199.44,194.29,195.91,2715228.0
2025-04-25,196.645,198.28,193.95,197.14,2608685.0
2025-04-24,196.28,196.94,193.25,196.5,4453540.0
2025-04-23,200.02,205.11,196.005,196.31,6494106.0
2025-04-22,198.235,199.64,191.82,192.07,6687652.0
2025-04-21,185.12,185.64,181.94,184.96,4857563.0
2025-04-17,188.99,189.74,185.83,186.83,3667737.0
