Date,Open,High,Low,Close,Volume
2025-08-13,236.205,240.8411,236.205,240.07,5655450.0
2025-08-12,237.8,237.96,233.36,234.77,8800597.0
2025-08-11,242.24,243.15,234.7,236.3,9381960.0
2025-08-08,248.635,249.48,241.65,242.27,6828390.0
2025-08-07,252.81,255.0,248.875,250.16,6251285.0
2025-08-06,251.53,254.32,249.28,252.28,3692105.0
2025-08-05,252.0,252.8,248.995,250.67,5823016.0
2025-08-04,251.05,252.08,248.11,251.98,5280588.0
2025-08-01,251.405,251.4791,245.61,250.05,9683404.0
2025-07-31,259.57,259.99,252.22,253.15,6739092.0
2025-07-30,261.6,262.0,258.9,260.26,3718290.0
2025-07-29,264.3,265.7999,261.02,262.41,4627265.0
2025-07-28,260.3,264.0,259.61,263.21,5192516.0
2025-07-25,260.01,260.8,256.35,259.72,7758653.0
2025-07-24,261.25,262.0486,252.75,260.51,22647720.0
2025-07-23,284.3,288.08,281.44,282.01,8105906.0
2025-07-22,284.74,284.88,281.25,281.96,4824219.0
2025-07-21,286.29,287.73,284.38,284.71,3051791.0
2025-07-18,283.32,287.16,282.22,285.87,4478165.0
2025-07-17,281.49,283.4566,280.9,282.0,3337168.0
2025-07-16,282.75,283.87,279.87,281.92,2804831.0
2025-07-15,283.79,284.155,280.7301,282.7,2864106.0
2025-07-14,282.83,284.925,281.71,283.79,2857401.0
2025-07-11,285.01,287.43,282.92,283.59,3790679.0
2025-07-10,288.9,288.9,282.21,287.43,3489068.0
2025-07-09,291.39,291.6,288.63,290.14,2971309.0
2025-07-08,293.1,295.61,289.49,290.42,2925329.0
2025-07-07,292.26,295.2199,290.3607,292.47,4488064.0
2025-07-03,288.2,292.32,287.9,291.97,1853289.0
2025-07-02,290.02,290.19,286.9,287.65,3257515.0
2025-07-01,294.55,295.1081,290.08,291.2,3272797.0
2025-06-30,290.93,294.81,290.0,294.78,3495386.0
2025-06-27,292.45,293.12,288.52,289.7,3562501.0
2025-06-26,292.02,292.91,290.165,291.93,3621110.0
2025-06-25,294.49,296.16,289.5,291.06,3862309.0
2025-06-24,290.385,294.3399,288.41,293.79,4219120.0
2025-06-23,281.66,289.58,280.21,289.18,3786159.0
2025-06-20,279.28,284.12,277.2,280.97,7676962.0
2025-06-18,284.57,286.91,282.94,283.21,3534110.0
2025-06-17,281.15,284.7899,281.0001,283.05,3069556.0
2025-06-16,279.305,284.5,278.6657,281.83,3685321.0
2025-06-13,278.205,279.84,275.83,277.22,3243824.0
2025-06-12,281.52,283.06,279.83,281.03,3418007.0
2025-06-11,276.7,281.75,275.11,281.52,4656034.0
2025-06-10,273.19,277.47,272.56,276.24,5163507.0
2025-06-09,268.1,273.47,266.71,272.08,4331464.0
2025-06-06,267.99,270.17,267.53,268.87,2495543.0
2025-06-05,265.2,267.51,265.1,266.86,2659478.0
2025-06-04,264.9,267.0,264.79,265.52,2588741.0
2025-06-03,263.35,265.56,262.58,265.2,2494922.0
2025-06-02,258.0,263.976,257.22,263.9,2831881.0
2025-05-30,258.75,260.12,257.1,259.06,9668923.0
2025-05-29,261.125,261.13,256.77,258.69,2295228.0
2025-05-28,262.81,265.0,259.94,260.24,2318437.0
2025-05-27,261.0,263.7869,259.63,263.23,3284216.0
2025-05-23,258.58,259.8696,255.79,258.63,2722721.0
2025-05-22,260.79,261.2711,257.91,258.37,3091253.0
2025-05-21,264.51,265.6499,260.41,260.87,3753904.0
2025-05-20,267.4,269.28,265.6201,266.95,2437860.0
2025-05-19,265.45,269.135,265.08,268.41,3198903.0
2025-05-16,266.0,267.98,264.59,266.76,3817937.0
2025-05-15,258.99,267.43,258.61,266.68,4856276.0
2025-05-14,257.59,260.55,256.22,257.82,3635124.0
2025-05-13,254.17,259.58,252.88,258.59,3521389.0
2025-05-12,252.5,253.81,244.65,253.69,4609520.0
2025-05-09,252.7,253.0,247.64,249.2,2901346.0
2025-05-08,255.0,256.52,253.25,254.14,3637012.0
2025-05-07,249.31,254.47,248.832,253.37,3400001.0
2025-05-06,247.69,250.19,246.11,249.12,2900556.0
2025-05-05,243.755,249.8,243.64,249.18,4138168.0
2025-05-02,243.125,245.69,241.33,245.55,3731946.0
2025-05-01,241.37,242.37,237.945,239.66,4243294.0
2025-04-30,236.705,242.47,234.3401,241.82,5142993.0
2025-04-29,237.0,239.98,236.14,239.39,3426508.0
